year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS,ap_pre,ap_high,ap_post,notes
2020,Michigan State,Big Ten (East),2,5,.286,2,5,.286,18.0,35.1,-2.93,8.79,,,,
2020,Northwestern,Big Ten (West),7,2,.778,6,1,.857,24.7,15.9,12.55,4.88,,10,10,
2020,Iowa,Big Ten (West),6,2,.750,6,2,.750,31.8,16.0,13.77,1.77,24,16,16,
2020,Wisconsin,Big Ten (West),4,3,.571,3,3,.500,25.1,17.4,8.62,4.33,12,9,,
2020,Minnesota,Big Ten (West),3,4,.429,3,4,.429,27.3,30.1,-1.32,2.10,19,19,,
2020,Nebraska,Big Ten (West),3,5,.375,3,5,.375,23.1,29.4,0.14,5.14,,,,
2020,Purdue,Big Ten (West),2,4,.333,2,4,.333,27.2,29.8,-0.18,2.66,,,,
2020,Illinois,Big Ten (West),2,6,.250,2,6,.250,20.1,34.9,-6.39,4.36,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Marshall,CUSA (East),7,3,.700,4,1,.800,28.5,13.0,3.30,-6.60,,15,,
2020,Florida Atlantic,CUSA (East),5,4,.556,4,2,.667,18.9,17.4,-7.91,-10.02,,,,
2020,Western Kentucky,CUSA (East),5,7,.417,4,3,.571,19.0,25.3,-11.15,-6.07,,,,
2020,Charlotte,CUSA (East),2,4,.333,2,2,.500,27.0,32.5,-14.41,-9.41,,,,
2020,Middle Tennessee State,CUSA (East),3,6,.333,2,4,.333,22.9,35.4,-15.36,-6.25,,,,
2020,Florida International,CUSA (East),0,5,.000,0,3,.000,22.4,32.4,-22.18,-10.38,,,,
2020,Old Dominion,CUSA (East),0,0,,,,,,,,,,,,
2020,UAB,CUSA (West),6,3,.667,3,1,.750,28.4,21.4,1.28,-4.28,,,,
2020,UTSA,CUSA (West),7,5,.583,5,2,.714,28.3,25.7,-3.80,-6.71,,,,
2020,Louisiana Tech,CUSA (West),5,5,.500,4,2,.667,26.7,34.7,-8.34,-4.24,,,,
2020,North Texas,CUSA (West),4,6,.400,3,4,.429,34.4,42.8,-14.80,-8.90,,,,
2020,Rice,CUSA (West),2,3,.400,2,3,.400,23.4,18.8,-3.97,-7.97,,,,
2020,Southern Mississippi,CUSA (West),3,7,.300,2,4,.333,25.3,32.3,-14.39,-7.79,,,,
2020,UTEP,CUSA (West),3,5,.375,0,4,.000,23.0,31.0,-15.29,-11.41,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Liberty,Ind,10,1,.909,,,,38.2,20.5,1.60,-12.22,,17,17,
2020,New Mexico State,Ind,1,1,.500,,,,26.5,36.0,-27.68,-19.18,,,,
2020,Massachusetts,Ind,0,4,.000,,,,3.0,40.3,-24.68,-1.18,,,,
2020,BYU,Ind,11,1,.917,,,,43.5,15.3,14.70,-3.89,,8,11,
2020,Army,Ind,9,3,.750,,,,26.8,14.8,0.67,-7.59,,22,,
2020,Connecticut,Ind (East),0,0,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Buffalo,MAC (East),6,1,.857,5,0,1.000,43.4,21.9,17.73,1.73,,23,25,
2020,Kent State,MAC (East),3,1,.750,3,1,.750,49.8,38.0,7.02,-0.74,,,,
2020,Miami (OH),MAC (East),2,1,.667,2,1,.667,28.7,26.7,11.41,9.08,,,,
2020,Ohio,MAC (East),2,1,.667,2,1,.667,34.3,16.7,4.28,-6.06,,,,
2020,Akron,MAC (East),1,5,.167,1,5,.167,17.2,41.3,-8.82,5.52,,,,
2020,Bowling Green,MAC (East),0,5,.000,0,5,.000,11.4,45.0,-17.51,6.49,,,,
2020,Ball State,MAC (West),7,1,.875,5,1,.833,34.3,25.8,18.41,8.91,,23,23,
2020,Toledo,MAC (West),4,2,.667,4,2,.667,35.0,24.3,12.44,3.94,,,,
2020,Western Michigan,MAC (West),4,2,.667,4,2,.667,41.7,34.2,10.39,5.72,,,,
2020,Central Michigan,MAC (West),3,3,.500,3,3,.500,31.3,30.2,8.26,8.26,,,,
2020,Eastern Michigan,MAC (West),2,4,.333,2,4,.333,33.2,36.0,5.80,9.13,,,,
2020,Northern Illinois,MAC (West),0,6,.000,0,6,.000,24.8,38.7,-1.53,12.14,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Boise State,MWC (Mountain),5,2,.714,5,0,1.000,33.9,27.1,3.41,-3.02,,21,,
2020,Air Force,MWC (Mountain),3,3,.500,2,2,.500,24.3,15.0,0.85,-4.99,,,,
2020,Wyoming,MWC (Mountain),2,4,.333,2,4,.333,26.5,21.0,-5.27,-7.94,,,,
2020,New Mexico,MWC (Mountain),2,5,.286,2,5,.286,23.9,32.6,-11.71,-4.28,,,,
2020,Colorado State,MWC (Mountain),1,3,.250,1,3,.250,22.3,35.8,-14.31,-2.56,,,,
2020,Utah State,MWC (Mountain),1,5,.167,1,5,.167,15.5,35.2,-19.38,-2.55,,,,
2020,San Jose State,MWC (West),7,1,.875,6,0,1.000,28.6,19.9,7.05,-1.71,,19,24,
2020,Nevada,MWC (West),7,2,.778,6,2,.750,30.8,23.3,0.45,-7.10,,,,
2020,San Diego State,MWC (West),4,4,.500,4,2,.667,24.6,17.8,0.43,-4.82,,,,
2020,Hawaii,MWC (West),5,4,.556,4,4,.500,26.2,27.6,-4.98,-4.20,,,,
2020,Fresno State,MWC (West),3,3,.500,3,3,.500,32.8,30.0,-8.90,-11.74,,,,
2020,Nevada-Las Vegas,MWC (West),0,6,.000,0,6,.000,17.3,38.0,-20.68,-1.84,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Oregon,Pac-12 (North),4,3,.571,3,2,.600,31.3,28.3,0.81,-1.77,9,9,,
2020,Washington,Pac-12 (North),3,1,.750,3,1,.750,30.3,25.0,0.11,-5.89,,23,,
2020,Stanford,Pac-12 (North),4,2,.667,4,2,.667,29.3,31.7,-3.00,-3.00,,,,
2020,Oregon State,Pac-12 (North),2,5,.286,2,5,.286,28.9,33.3,-7.27,-2.98,,,,
2020,California,Pac-12 (North),1,3,.250,1,3,.250,20.3,26.5,-10.11,-2.36,,,,
2020,Washington State,Pac-12 (North),1,3,.250,1,3,.250,27.0,38.5,-11.34,-0.09,,,,
2020,USC,Pac-12 (South),5,1,.833,5,0,1.000,33.3,26.0,5.32,-3.68,17,13,21,
2020,Colorado,Pac-12 (South),4,2,.667,3,1,.750,28.5,31.7,-1.66,-0.66,,21,,
2020,Utah,Pac-12 (South),3,2,.600,3,2,.600,30.2,26.0,0.67,-2.93,22,22,,
2020,Arizona State,Pac-12 (South),2,2,.500,2,2,.500,40.3,23.3,1.75,-4.00,,,,
2020,UCLA,Pac-12 (South),3,4,.429,3,4,.429,35.4,30.7,-0.11,-2.97,,,,
2020,Arizona,Pac-12 (South),0,5,.000,0,5,.000,17.4,39.8,-14.08,1.12,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Florida,SEC (East),8,4,.667,8,2,.800,39.8,30.8,16.85,8.02,8,3,13,
2020,Georgia,SEC (East),8,2,.800,7,2,.778,32.3,20.0,19.33,8.53,4,3,7,
2020,Missouri,SEC (East),5,5,.500,5,5,.500,26.7,32.3,1.92,7.32,,,,
2020,Kentucky,SEC (East),5,6,.455,4,6,.400,21.8,25.9,6.12,6.94,,23,,
2020,Tennessee,SEC (East),3,7,.300,3,7,.300,21.5,30.1,1.49,8.89,25,14,,
2020,South Carolina,SEC (East),2,8,.200,2,8,.200,23.5,36.0,-3.38,7.42,,,,
2020,Vanderbilt,SEC (East),0,9,.000,0,9,.000,14.8,37.3,-11.61,6.39,,,,
2020,Alabama,SEC (West),13,0,1.000,10,0,1.000,48.5,19.4,30.26,9.72,3,1,1,
2020,Texas A&M,SEC (West),9,1,.900,8,1,.889,32.6,21.7,16.24,6.44,13,4,4,
2020,Auburn,SEC (West),6,5,.545,6,4,.600,25.1,24.7,9.61,9.52,11,7,,
2020,LSU,SEC (West),5,5,.500,5,5,.500,32.0,34.9,6.64,7.54,6,6,,
2020,Ole Miss,SEC (West),5,5,.500,4,5,.444,39.2,38.3,8.07,7.57,,,,
2020,Mississippi State,SEC (West),4,7,.364,3,7,.300,21.4,28.1,3.94,8.67,,16,,
2020,Arkansas,SEC (West),3,7,.300,3,7,.300,25.7,34.9,3.99,11.39,,,,
2020,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2020,Coastal Carolina,Sun Belt (East),11,1,.917,8,0,1.000,37.2,20.3,10.90,-2.86,,9,14,
2020,Appalachian State,Sun Belt (East),9,3,.750,6,2,.750,33.8,20.0,5.47,-5.95,,23,,
2020,Georgia Southern,Sun Belt (East),8,5,.615,4,4,.500,27.2,20.8,-1.80,-6.18,,,,
2020,Georgia State,Sun Belt (East),6,4,.600,4,4,.500,33.3,31.7,0.34,-3.86,,,,
2020,Troy,Sun Belt (East),5,6,.455,3,4,.429,27.4,25.7,-2.24,-4.33,,,,
2020,Louisiana,Sun Belt (West),10,1,.909,7,1,.875,33.6,22.0,7.75,-2.25,,15,15,
2020,South Alabama,Sun Belt (West),4,7,.364,3,5,.375,19.9,27.3,-9.83,-3.64,,,,
2020,Arkansas State,Sun Belt (West),4,7,.364,2,6,.250,32.9,37.2,-7.86,-3.77,,,,
2020,Texas State,Sun Belt (West),2,10,.167,2,6,.250,27.7,38.2,-9.93,-0.84,,,,
2020,Louisiana-Monroe,Sun Belt (West),0,10,.000,0,7,.000,16.3,42.0,-23.67,-2.87,,,,
2021,Wake Forest,ACC (Atlantic),11,3,.786,7,1,.875,41.0,28.9,11.28,0.99,,10,15,
2021,Clemson,ACC (Atlantic),10,3,.769,6,2,.750,26.3,14.8,11.43,2.66,3,3,14,
2021,North Carolina State,ACC (Atlantic),9,3,.750,6,2,.750,33.1,19.7,10.22,0.39,,18,20,
2021,Louisville,ACC (Atlantic),6,7,.462,4,4,.500,31.6,27.3,4.03,2.88,,,,
2021,Florida State,ACC (Atlantic),5,7,.417,4,4,.500,27.6,26.5,0.64,2.22,,,,
2021,Boston College,ACC (Atlantic),6,6,.500,2,6,.250,24.7,22.2,-1.00,-1.50,,,,
2021,Syracuse,ACC (Atlantic),5,7,.417,2,6,.250,24.9,26.3,-0.17,1.74,,,,
2021,Pitt,ACC (Coastal),11,3,.786,7,1,.875,41.4,23.6,12.32,0.32,,13,13,
2021,Miami (FL),ACC (Coastal),7,5,.583,5,3,.625,34.1,28.4,5.09,3.26,14,14,,
2021,Virginia,ACC (Coastal),6,6,.500,4,4,.500,34.6,31.8,2.24,2.57,,,,
2021,Virginia Tech,ACC (Coastal),6,7,.462,4,4,.500,23.7,25.3,-0.33,0.67,,15,,
2021,North Carolina,ACC (Coastal),6,7,.462,3,5,.375,35.2,32.1,3.77,2.15,10,10,,
2021,Georgia Tech,ACC (Coastal),3,9,.250,2,6,.250,24.0,33.5,-1.91,3.68,,,,
2021,Duke,ACC (Coastal),3,9,.250,0,8,.000,22.8,39.8,-11.76,-0.76,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Cincinnati,American,13,1,.929,8,0,1.000,36.9,16.9,15.34,0.20,8,2,4,
2021,Houston,American,12,2,.857,8,0,1.000,35.9,20.4,8.53,-3.26,,16,17,
2021,UCF,American,9,4,.692,5,3,.625,31.9,24.5,3.07,-2.08,,,,
2021,East Carolina,American,7,5,.583,5,3,.625,29.7,26.3,1.92,-0.83,,,,
2021,Tulsa,American,7,6,.538,5,3,.625,26.4,26.6,-0.44,-0.29,,,,
2021,SMU,American,8,4,.667,4,4,.500,38.4,28.4,6.18,-1.82,,19,,
2021,Memphis,American,6,6,.500,3,5,.375,30.1,29.3,-1.36,-1.94,,,,
2021,Navy,American,4,8,.333,3,5,.375,20.1,28.3,-1.53,4.30,,,,
2021,Temple,American,3,9,.250,1,7,.125,16.3,37.5,-14.95,-1.61,,,,
2021,South Florida,American,2,10,.167,1,7,.125,23.2,34.7,-8.33,1.59,,,,
2021,Tulane,American,2,10,.167,1,7,.125,27.6,34.0,-5.03,2.89,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Baylor,Big 12,12,2,.857,7,2,.778,31.6,18.3,13.50,3.28,,5,5,
2021,Oklahoma State,Big 12,12,2,.857,8,1,.889,31.1,18.1,14.57,4.42,,5,7,
2021,Oklahoma,Big 12,11,2,.846,7,2,.778,39.1,25.8,11.75,2.68,2,2,10,
2021,Iowa State,Big 12,7,6,.538,5,4,.556,31.3,20.5,9.08,3.16,7,7,,
2021,Kansas State,Big 12,8,5,.615,4,5,.444,27.5,21.0,9.12,2.43,,25,,
2021,West Virginia,Big 12,6,7,.462,4,5,.444,25.2,23.8,1.54,3.85,,,,
2021,Texas Tech,Big 12,7,6,.538,3,6,.333,30.3,30.2,2.57,2.26,,,,
2021,Texas,Big 12,5,7,.417,3,6,.333,35.3,31.1,5.11,4.86,21,15,,
2021,Texas Christian,Big 12,5,7,.417,3,6,.333,28.7,34.9,-0.45,3.63,,,,
2021,Kansas,Big 12,2,10,.167,1,8,.111,20.8,42.2,-11.12,3.47,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Michigan,Big Ten (East),12,2,.857,8,1,.889,35.8,17.4,19.80,6.23,,2,3,
2021,Ohio State,Big Ten (East),11,2,.846,8,1,.889,45.7,22.8,19.53,5.53,4,2,6,
2021,Michigan State,Big Ten (East),11,2,.846,7,2,.778,31.8,25.3,14.41,5.26,,5,9,
2021,Penn State,Big Ten (East),7,6,.538,4,5,.444,25.0,17.3,11.22,5.53,19,4,,
2021,Maryland,Big Ten (East),7,6,.538,3,6,.333,29.3,30.7,3.44,4.36,,,,
2021,Rutgers,Big Ten (East),5,8,.385,2,7,.222,19.7,25.6,-1.32,4.06,,,,
2021,Indiana,Big Ten (East),2,10,.167,0,9,.000,17.3,33.3,-4.70,8.63,17,17,,
2021,Iowa,Big Ten (West),10,4,.714,7,2,.778,23.4,19.2,9.45,5.10,18,2,23,
2021,Minnesota,Big Ten (West),9,4,.692,6,3,.667,25.5,17.3,10.17,2.94,,,,
2021,Purdue,Big Ten (West),9,4,.692,6,3,.667,29.1,22.4,10.58,5.81,,25,,
2021,Wisconsin,Big Ten (West),9,4,.692,6,3,.667,25.4,16.2,13.87,6.80,12,12,,
2021,Illinois,Big Ten (West),5,7,.417,4,5,.444,20.2,21.9,2.20,4.61,,,,
2021,Nebraska,Big Ten (West),3,9,.250,1,8,.111,27.9,22.7,7.10,6.60,,,,
2021,Northwestern,Big Ten (West),3,9,.250,1,8,.111,16.6,29.0,-5.72,3.70,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Western Kentucky,CUSA (East),9,5,.643,7,1,.875,44.2,29.4,8.39,-2.61,,,,
2021,Marshall,CUSA (East),7,6,.538,5,3,.625,33.0,23.8,2.37,-3.17,,,,
2021,Old Dominion,CUSA (East),6,7,.462,5,3,.625,27.6,27.8,-5.01,-4.39,,,,
2021,Middle Tennessee State,CUSA (East),7,6,.538,4,4,.500,29.8,25.7,-3.73,-5.50,,,,
2021,Charlotte,CUSA (East),5,7,.417,3,5,.375,27.2,34.0,-11.35,-5.93,,,,
2021,Florida Atlantic,CUSA (East),5,7,.417,3,5,.375,25.4,25.8,-5.74,-3.90,,,,
2021,Florida International,CUSA (East),1,11,.083,0,8,.000,20.3,39.7,-19.86,-4.86,,,,
2021,UTSA,CUSA (West),12,2,.857,7,1,.875,36.9,24.6,5.65,-3.21,,15,,
2021,UAB,CUSA (West),9,4,.692,6,2,.750,29.5,23.2,3.98,-2.09,,,,
2021,North Texas,CUSA (West),6,7,.462,5,3,.625,27.5,27.5,-4.51,-4.13,,,,
2021,UTEP,CUSA (West),7,6,.538,4,4,.500,25.1,25.2,-5.30,-5.61,,,,
2021,Rice,CUSA (West),4,8,.333,3,5,.375,21.5,36.2,-10.10,-1.52,,,,
2021,Louisiana Tech,CUSA (West),3,9,.250,2,6,.250,28.0,34.0,-9.73,-2.98,,,,
2021,Southern Mississippi,CUSA (West),3,9,.250,2,6,.250,17.7,27.9,-13.12,-4.62,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Notre Dame,Ind,11,2,.846,,,,35.2,19.7,16.31,3.85,9,5,8,
2021,Liberty,Ind,8,5,.615,,,,33.6,21.5,3.80,-3.51,,,,
2021,New Mexico State,Ind,2,10,.167,,,,22.6,40.4,-16.29,-2.87,,,,
2021,Connecticut,Ind,1,11,.083,,,,15.6,38.5,-19.18,-2.59,,,,
2021,Massachusetts,Ind,1,11,.083,,,,16.3,43.1,-21.27,-4.02,,,,
2021,BYU,Ind,10,3,.769,,,,33.1,24.8,7.29,0.29,,10,19,
2021,Army,Ind,9,4,.692,,,,32.8,22.3,5.94,-1.53,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Kent State,MAC (East),7,7,.500,6,2,.750,33.0,36.3,-7.88,-3.45,,,,
2021,Miami (OH),MAC (East),7,6,.538,5,3,.625,28.9,23.1,-0.49,-4.42,,,,
2021,Ohio,MAC (East),3,9,.250,3,5,.375,22.6,30.3,-12.73,-5.48,,,,
2021,Bowling Green,MAC (East),4,8,.333,2,6,.250,21.4,30.7,-12.00,-4.83,,,,
2021,Buffalo,MAC (East),4,8,.333,2,6,.250,29.3,29.9,-9.41,-5.58,,,,
2021,Akron,MAC (East),2,10,.167,1,7,.125,19.8,39.5,-16.82,-4.41,,,,
2021,Northern Illinois,MAC (West),9,5,.643,6,2,.750,32.2,33.7,-1.18,-3.04,,,,
2021,Central Michigan,MAC (West),9,4,.692,6,2,.750,32.3,25.8,1.35,-4.57,,,,
2021,Toledo,MAC (West),7,6,.538,5,3,.625,33.4,21.8,0.28,-6.34,,,,
2021,Western Michigan,MAC (West),8,5,.615,4,4,.500,32.5,28.2,1.08,-2.62,,,,
2021,Eastern Michigan,MAC (West),7,6,.538,4,4,.500,30.2,30.0,-3.88,-4.80,,,,
2021,Ball State,MAC (West),6,7,.462,4,4,.500,24.1,28.4,-5.56,-2.56,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Utah State,MWC (Mountain),11,3,.786,6,2,.750,32.6,24.4,5.17,-3.04,,24,24,
2021,Air Force,MWC (Mountain),10,3,.769,6,2,.750,31.0,19.8,8.70,-1.84,,,,
2021,Boise State,MWC (Mountain),7,5,.583,5,3,.625,29.2,19.0,8.85,2.02,,,,
2021,Wyoming,MWC (Mountain),7,6,.538,2,6,.250,25.4,23.7,-3.14,-4.52,,,,
2021,Colorado State,MWC (Mountain),3,9,.250,2,6,.250,23.7,28.3,-6.57,-2.16,,,,
2021,New Mexico,MWC (Mountain),3,9,.250,1,7,.125,12.2,28.4,-14.33,-1.08,,,,
2021,San Diego State,MWC (West),12,2,.857,7,1,.875,27.4,19.8,6.38,-2.48,,19,25,
2021,Fresno State,MWC (West),10,3,.769,6,2,.750,33.4,20.5,4.88,-3.89,,18,,
2021,Nevada,MWC (West),8,5,.615,5,3,.625,35.7,26.5,3.47,-1.99,,,,
2021,Hawaii,MWC (West),6,7,.462,3,5,.375,28.8,31.4,-5.19,-3.58,,,,
2021,San Jose State,MWC (West),5,7,.417,3,5,.375,20.0,26.5,-9.11,-3.19,,,,
2021,Nevada-Las Vegas,MWC (West),2,10,.167,2,6,.250,20.8,32.8,-9.02,0.32,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Oregon,Pac-12 (North),10,4,.714,7,2,.778,31.4,27.0,6.22,1.93,11,3,22,
2021,Washington State,Pac-12 (North),7,6,.538,6,3,.667,27.8,24.2,3.05,-0.02,,,,
2021,Oregon State,Pac-12 (North),7,6,.538,5,4,.556,31.2,25.8,4.16,0.09,,,,
2021,California,Pac-12 (North),5,7,.417,4,5,.444,23.8,22.3,-1.32,-2.07,,,,
2021,Washington,Pac-12 (North),4,8,.333,3,6,.333,21.5,22.7,-4.65,-0.90,20,20,,
2021,Stanford,Pac-12 (North),3,9,.250,2,7,.222,20.4,32.4,-5.79,3.72,,,,
2021,Utah,Pac-12 (South),10,4,.714,8,1,.889,36.1,22.6,12.26,1.62,24,10,12,
2021,UCLA,Pac-12 (South),8,4,.667,6,3,.667,36.5,26.8,7.25,-0.25,,13,,
2021,Arizona State,Pac-12 (South),8,5,.615,6,3,.667,28.4,20.8,6.49,-0.74,25,18,,
2021,Colorado,Pac-12 (South),4,8,.333,3,6,.333,18.8,26.7,-6.60,1.65,,,,
2021,USC,Pac-12 (South),4,8,.333,3,6,.333,28.7,31.8,-1.70,1.80,15,14,,
2021,Arizona,Pac-12 (South),1,11,.083,1,8,.111,17.2,31.4,-12.40,1.44,,,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Georgia,SEC (East),14,1,.933,8,0,1.000,38.6,10.2,24.62,5.62,5,1,1,
2021,Kentucky,SEC (East),10,3,.769,5,3,.625,32.3,21.7,8.73,0.50,,11,18,
2021,Tennessee,SEC (East),7,6,.538,4,4,.500,39.3,29.1,7.97,3.50,,,,
2021,South Carolina,SEC (East),7,6,.538,3,5,.375,22.6,24.0,2.08,3.31,,,,
2021,Missouri,SEC (East),6,7,.462,3,5,.375,29.1,33.8,0.37,3.22,,,,
2021,Florida,SEC (East),6,7,.462,2,6,.250,30.7,26.8,4.37,2.14,13,10,,
2021,Vanderbilt,SEC (East),2,10,.167,0,8,.000,15.8,35.8,-12.61,1.30,,,,
2021,Alabama,SEC (West),13,2,.867,7,1,.875,39.9,20.1,19.62,5.69,1,1,2,
2021,Ole Miss,SEC (West),10,3,.769,6,2,.750,33.7,24.7,11.43,4.05,,8,11,
2021,Arkansas,SEC (West),9,4,.692,4,4,.500,30.9,22.9,11.54,4.62,,8,21,
2021,Texas A&M,SEC (West),8,4,.667,4,4,.500,29.3,15.9,10.77,1.27,6,5,,
2021,Mississippi State,SEC (West),7,6,.538,4,4,.500,29.1,25.9,5.01,3.48,,,,
2021,Auburn,SEC (West),6,7,.462,3,5,.375,28.3,21.8,6.66,5.73,,12,,
2021,LSU,SEC (West),6,7,.462,3,5,.375,26.5,26.6,4.74,5.28,16,16,,
2021,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2021,Appalachian State,Sun Belt (East),10,4,.714,7,1,.875,34.5,22.1,7.28,-2.43,,,,
2021,Coastal Carolina,Sun Belt (East),11,2,.846,6,2,.750,40.9,21.6,3.98,-8.94,22,14,,
2021,Georgia State,Sun Belt (East),8,5,.615,6,2,.750,28.2,27.1,-0.83,-2.98,,,,
2021,Troy,Sun Belt (East),5,7,.417,3,5,.375,22.8,26.1,-7.53,-4.03,,,,
2021,Georgia Southern,Sun Belt (East),3,9,.250,2,6,.250,20.3,31.4,-12.01,-2.34,,,,
2021,Louisiana,Sun Belt (West),13,1,.929,8,0,1.000,31.1,18.5,6.32,-4.82,23,16,16,
2021,Texas State,Sun Belt (West),4,8,.333,3,5,.375,23.1,33.0,-12.12,-5.70,,,,
2021,South Alabama,Sun Belt (West),5,7,.417,2,6,.250,24.9,26.4,-6.56,-6.06,,,,
2021,Louisiana-Monroe,Sun Belt (West),4,8,.333,2,6,.250,20.9,33.5,-9.82,-1.99,,,,
2021,Arkansas State,Sun Belt (West),2,10,.167,1,7,.125,25.3,38.6,-14.30,-3.97,,,,
2022,Clemson,ACC (Atlantic),11,3,.786,8,0,1.000,33.2,20.9,13.59,3.30,4,4,13,
2022,Florida State,ACC (Atlantic),10,3,.769,5,3,.625,36.1,20.6,14.77,3.38,,11,11,
2022,Louisville,ACC (Atlantic),8,5,.615,4,4,.500,26.9,19.2,10.44,4.59,,,,
2022,North Carolina State,ACC (Atlantic),8,5,.615,4,4,.500,24.3,19.2,6.75,3.36,13,10,,
2022,Syracuse,ACC (Atlantic),7,6,.538,4,4,.500,27.7,23.1,6.41,3.80,,14,,
2022,Wake Forest,ACC (Atlantic),8,5,.615,3,5,.375,36.1,28.3,8.98,3.21,22,10,,
2022,Boston College,ACC (Atlantic),3,9,.250,2,6,.250,17.8,30.3,-5.67,3.58,,,,
2022,North Carolina,ACC (Coastal),9,5,.643,6,2,.750,34.4,30.8,5.52,1.95,,13,,
2022,Duke,ACC (Coastal),9,4,.692,5,3,.625,32.8,22.1,7.39,-1.84,,,,
2022,Pitt,ACC (Coastal),9,4,.692,5,3,.625,31.3,24.3,7.80,0.80,17,17,22,
2022,Georgia Tech,ACC (Coastal),5,7,.417,4,4,.500,17.2,28.4,-3.29,4.55,,,,
2022,Miami (FL),ACC (Coastal),5,7,.417,3,5,.375,23.6,26.8,-2.91,0.68,16,13,,
2022,Virginia,ACC (Coastal),3,7,.300,1,6,.143,17.0,24.0,-5.85,1.45,,,,
2022,Virginia Tech,ACC (Coastal),3,8,.273,1,6,.143,19.3,24.7,-6.78,-0.96,,,,
2022,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,
2022,Tulane,American,12,2,.857,7,1,.875,36.0,22.2,11.53,0.39,,9,9,
2022,Cincinnati,American,9,4,.692,6,2,.750,29.2,20.6,5.85,-1.00,23,20,,
2022,UCF,American,9,5,.643,6,2,.750,32.9,23.6,5.74,0.74,,17,,
2022,Houston,American,8,5,.615,5,3,.625,36.1,32.2,3.80,0.80,24,24,,
2022,SMU,American,7,6,.538,5,3,.625,37.2,33.8,3.69,1.39,,,,
2022,East Carolina,American,8,5,.615,4,4,.500,32.5,27.2,4.41,-0.82,,,,
2022,Navy,American,4,8,.333,4,4,.500,21.9,24.3,-2.56,0.94,,,,
2022,Memphis,American,7,6,.538,3,5,.375,35.3,26.0,4.14,-1.17,,,,
2022,Tulsa,American,5,7,.417,3,5,.375,30.6,33.1,-4.42,-1.59,,,,
2022,Temple,American,3,9,.250,1,7,.125,21.9,29.3,-7.72,-2.39,,,,
2022,South Florida,American,1,11,.083,0,8,.000,28.0,41.2,-10.11,1.97,,,,
2022,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,
2022,Texas Christian,Big 12,13,2,.867,9,0,1.000,38.8,29.0,16.65,7.45,,2,2,
2022,Kansas State,Big 12,10,4,.714,7,2,.778,32.3,21.9,16.16,7.95,,11,14,
2022,Texas,Big 12,8,5,.615,6,3,.667,34.5,21.6,15.92,8.16,,18,25,
2022,Texas Tech,Big 12,8,5,.615,5,4,.556,34.2,29.2,9.68,6.45,,,,
2022,Oklahoma State,Big 12,7,6,.538,4,5,.444,30.6,28.9,5.16,4.47,12,7,,
2022,Baylor,Big 12,6,7,.462,4,5,.444,32.2,26.8,6.19,4.96,10,9,,
2022,Kansas,Big 12,6,7,.462,3,6,.333,35.6,35.5,6.27,6.58,,19,,
2022,Oklahoma,Big 12,6,7,.462,3,6,.333,32.8,30.0,8.52,6.37,9,6,,
2022,West Virginia,Big 12,5,7,.417,3,6,.333,30.6,32.9,2.90,6.06,,,,
2022,Iowa State,Big 12,4,8,.333,1,8,.111,20.2,20.3,5.71,6.37,,,,
2022,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,
2022,Michigan,Big Ten (East),13,1,.929,9,0,1.000,40.4,16.1,20.59,2.73,8,2,3,
2022,Ohio State,Big Ten (East),11,2,.846,8,1,.889,44.2,21.0,19.82,5.20,2,2,4,
2022,Penn State,Big Ten (East),11,2,.846,7,2,.778,35.8,18.2,17.56,4.02,,7,7,
2022,Maryland,Big Ten (East),8,5,.615,4,5,.444,28.2,23.2,6.68,3.06,,,,
