team,year,group,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offense,ppg_defense,SRS,SOS
Texas A&M,2019,1,8.0,5.0,0.615,4.0,4.0,0.5,29.5,22.5,10.02,5.09
Mississippi State,2019,1,6.0,7.0,0.462,3.0,5.0,0.375,27.6,28.8,4.87,5.95
Ole Miss,2019,2,4.0,8.0,0.333,2.0,6.0,0.25,26.6,26.5,2.24,3.82
Arkansas,2019,2,2.0,10.0,0.167,0.0,8.0,0.0,21.4,36.8,-6.58,4.84
Appalachian State,2019,0,13.0,1.0,0.929,7.0,1.0,0.875,38.8,20.0,11.49,-3.8
Georgia Southern,2019,1,7.0,6.0,0.538,5.0,3.0,0.625,28.2,28.2,-0.07,-1.61
Georgia State,2019,1,7.0,6.0,0.538,4.0,4.0,0.5,31.2,36.2,-6.61,-3.84
Troy,2019,1,5.0,7.0,0.417,3.0,5.0,0.375,33.8,34.8,-5.01,-5.42
Coastal Carolina,2019,2,5.0,7.0,0.417,2.0,6.0,0.25,30.3,30.5,-7.02,-6.02
Louisiana,2019,0,11.0,3.0,0.786,7.0,1.0,0.875,37.9,19.7,8.68,-3.25
Arkansas State,2019,1,8.0,5.0,0.615,5.0,3.0,0.625,33.7,34.2,-1.78,-3.93
Louisiana Monroe,2019,1,5.0,7.0,0.417,4.0,4.0,0.5,31.6,38.7,-4.92,-1.26
Texas State,2019,2,3.0,9.0,0.25,2.0,6.0,0.25,18.4,32.6,-12.38,-1.29
South Alabama,2019,2,2.0,10.0,0.167,1.0,7.0,0.125,18.4,30.7,-12.28,-1.44
Clemson,2020,0,10.0,2.0,0.833,8.0,1.0,0.889,43.5,20.2,16.82,1.07
Notre Dame,2020,0,10.0,2.0,0.833,9.0,0.0,1.0,33.4,19.7,11.32,1.23
North Carolina State,2020,1,8.0,4.0,0.667,7.0,3.0,0.7,30.3,29.2,0.35,-1.57
Boston College,2020,1,6.0,5.0,0.545,5.0,5.0,0.5,27.8,28.4,-0.04,-0.59
Wake Forest,2020,1,4.0,5.0,0.444,3.0,4.0,0.429,36.0,32.8,-0.33,0.12
Louisville,2020,1,4.0,7.0,0.364,3.0,7.0,0.3,29.5,26.6,-0.78,-1.87
Florida State,2020,2,3.0,6.0,0.333,2.0,6.0,0.25,25.8,36.0,-8.87,-1.54
Syracuse,2020,2,1.0,10.0,0.091,1.0,9.0,0.1,17.8,32.7,-12.92,1.53
Miami FL,2020,0,8.0,3.0,0.727,7.0,2.0,0.778,34.0,27.0,6.56,1.47
North Carolina,2020,0,8.0,4.0,0.667,7.0,3.0,0.7,41.7,29.4,7.03,-1.55
Pitt,2020,1,6.0,5.0,0.545,5.0,5.0,0.5,29.0,24.5,1.54,-1.19
Virginia Tech,2020,1,5.0,6.0,0.455,5.0,5.0,0.5,31.1,32.1,1.51,1.78
Virginia,2020,1,5.0,5.0,0.5,4.0,5.0,0.444,30.7,29.6,-0.39,-0.09
Georgia Tech,2020,2,3.0,7.0,0.3,3.0,6.0,0.333,23.9,36.8,-7.85,0.05
Duke,2020,2,2.0,9.0,0.182,1.0,9.0,0.1,24.8,38.1,-12.88,-1.6
Cincinnati,2020,0,9.0,1.0,0.9,6.0,0.0,1.0,37.5,16.8,14.92,-1.28
Tulsa,2020,0,6.0,3.0,0.667,6.0,0.0,1.0,27.1,21.6,5.2,0.42
Memphis,2020,1,8.0,3.0,0.727,5.0,3.0,0.625,31.0,27.9,-1.29,-5.56
UCF,2020,1,6.0,4.0,0.6,5.0,3.0,0.625,42.2,33.2,5.92,-1.78
SMU,2020,1,7.0,3.0,0.7,4.0,3.0,0.571,38.6,30.9,0.06,-6.14
Houston,2020,1,3.0,5.0,0.375,3.0,3.0,0.5,30.0,32.0,-2.84,0.53
Navy,2020,2,3.0,7.0,0.3,3.0,4.0,0.429,16.6,30.3,-10.08,-0.88
Tulane,2020,1,6.0,6.0,0.5,3.0,5.0,0.375,34.7,28.1,-0.71,-4.3
East Carolina,2020,2,3.0,6.0,0.333,3.0,5.0,0.375,30.2,35.4,-6.43,-1.98
Temple,2020,2,1.0,6.0,0.143,1.0,6.0,0.143,19.9,37.1,-19.25,-3.83
South Florida,2020,2,1.0,8.0,0.111,0.0,7.0,0.0,23.1,39.9,-14.39,-1.28
Oklahoma,2020,0,9.0,2.0,0.818,6.0,2.0,0.75,43.0,21.7,17.62,3.71
Iowa State,2020,0,9.0,3.0,0.75,8.0,1.0,0.889,32.9,21.4,13.93,5.43
Oklahoma State,2020,0,8.0,3.0,0.727,6.0,3.0,0.667,30.2,23.5,10.46,4.92
Texas,2020,0,7.0,3.0,0.7,5.0,3.0,0.625,42.7,28.5,11.95,3.75
Texas Christian,2020,1,6.0,4.0,0.6,5.0,4.0,0.556,30.8,24.2,7.41,3.71
West Virginia,2020,1,6.0,4.0,0.6,4.0,4.0,0.5,26.5,20.5,5.97,1.07
Kansas State,2020,1,4.0,6.0,0.4,4.0,5.0,0.444,26.6,32.2,-0.01,4.5
Texas Tech,2020,2,4.0,6.0,0.4,3.0,6.0,0.333,29.1,36.7,-1.67,3.53
Baylor,2020,2,2.0,7.0,0.222,2.0,7.0,0.222,23.3,29.2,0.48,5.81
Kansas,2020,2,0.0,9.0,0.0,0.0,8.0,0.0,15.8,46.0,-13.53,7.25
Ohio State,2020,0,7.0,1.0,0.875,5.0,0.0,1.0,41.0,25.8,21.37,8.99
Indiana,2020,0,6.0,2.0,0.75,6.0,1.0,0.857,28.9,20.3,13.71,4.46
Penn State,2020,1,4.0,5.0,0.444,4.0,5.0,0.444,29.8,27.7,4.22,3.99
Maryland,2020,1,2.0,3.0,0.4,2.0,3.0,0.4,23.6,32.0,0.49,5.29
Michigan,2020,1,2.0,4.0,0.333,2.0,4.0,0.333,28.3,34.5,-1.25,3.25
Rutgers,2020,2,3.0,6.0,0.333,3.0,6.0,0.333,26.7,32.1,-2.38,3.18
Michigan State,2020,2,2.0,5.0,0.286,2.0,5.0,0.286,18.0,35.1,-2.93,8.79
Northwestern,2020,0,7.0,2.0,0.778,6.0,1.0,0.857,24.7,15.9,12.55,4.88
Iowa,2020,0,6.0,2.0,0.75,6.0,2.0,0.75,31.8,16.0,13.77,1.77
Wisconsin,2020,1,4.0,3.0,0.571,3.0,3.0,0.5,25.1,17.4,8.62,4.33
Minnesota,2020,1,3.0,4.0,0.429,3.0,4.0,0.429,27.3,30.1,-1.32,2.1
Nebraska,2020,1,3.0,5.0,0.375,3.0,5.0,0.375,23.1,29.4,0.14,5.14
Purdue,2020,1,2.0,4.0,0.333,2.0,4.0,0.333,27.2,29.8,-0.18,2.66
Illinois,2020,2,2.0,6.0,0.25,2.0,6.0,0.25,20.1,34.9,-6.39,4.36
Marshall,2020,0,7.0,3.0,0.7,4.0,1.0,0.8,28.5,13.0,3.3,-6.6
Florida Atlantic,2020,1,5.0,4.0,0.556,4.0,2.0,0.667,18.9,17.4,-7.91,-10.02
Western Kentucky,2020,1,5.0,7.0,0.417,4.0,3.0,0.571,19.0,25.3,-11.15,-6.07
Charlotte,2020,1,2.0,4.0,0.333,2.0,2.0,0.5,27.0,32.5,-14.41,-9.41
Middle Tennessee State,2020,2,3.0,6.0,0.333,2.0,4.0,0.333,22.9,35.4,-15.36,-6.25
Florida International,2020,2,0.0,5.0,0.0,0.0,3.0,0.0,22.4,32.4,-22.18,-10.38
UAB,2020,1,6.0,3.0,0.667,3.0,1.0,0.75,28.4,21.4,1.28,-4.28
UTSA,2020,1,7.0,5.0,0.583,5.0,2.0,0.714,28.3,25.7,-3.8,-6.71
Louisiana Tech,2020,1,5.0,5.0,0.5,4.0,2.0,0.667,26.7,34.7,-8.34,-4.24
North Texas,2020,2,4.0,6.0,0.4,3.0,4.0,0.429,34.4,42.8,-14.8,-8.9
Rice,2020,1,2.0,3.0,0.4,2.0,3.0,0.4,23.4,18.8,-3.97,-7.97
Southern Mississippi,2020,2,3.0,7.0,0.3,2.0,4.0,0.333,25.3,32.3,-14.39,-7.79
UTEP,2020,2,3.0,5.0,0.375,0.0,4.0,0.0,23.0,31.0,-15.29,-11.41
Liberty,2020,1,10.0,1.0,0.909,0.0,0.0,0.0,38.2,20.5,1.6,-12.22
New Mexico State,2020,2,1.0,1.0,0.5,0.0,0.0,0.0,26.5,36.0,-27.68,-19.18
Massachusetts,2020,2,0.0,4.0,0.0,0.0,0.0,0.0,3.0,40.3,-24.68,-1.18
BYU,2020,0,11.0,1.0,0.917,0.0,0.0,0.0,43.5,15.3,14.7,-3.89
Army,2020,1,9.0,3.0,0.75,0.0,0.0,0.0,26.8,14.8,0.67,-7.59
Buffalo,2020,0,6.0,1.0,0.857,5.0,0.0,1.0,43.4,21.9,17.73,1.73
Kent State,2020,0,3.0,1.0,0.75,3.0,1.0,0.75,49.8,38.0,7.02,-0.74
Miami OH,2020,1,2.0,1.0,0.667,2.0,1.0,0.667,28.7,26.7,11.41,9.08
Ohio,2020,1,2.0,1.0,0.667,2.0,1.0,0.667,34.3,16.7,4.28,-6.06
Akron,2020,2,1.0,5.0,0.167,1.0,5.0,0.167,17.2,41.3,-8.82,5.52
Bowling Green,2020,2,0.0,5.0,0.0,0.0,5.0,0.0,11.4,45.0,-17.51,6.49
Ball State,2020,0,7.0,1.0,0.875,5.0,1.0,0.833,34.3,25.8,18.41,8.91
Toledo,2020,0,4.0,2.0,0.667,4.0,2.0,0.667,35.0,24.3,12.44,3.94
Western Michigan,2020,0,4.0,2.0,0.667,4.0,2.0,0.667,41.7,34.2,10.39,5.72
Central Michigan,2020,1,3.0,3.0,0.5,3.0,3.0,0.5,31.3,30.2,8.26,8.26
Eastern Michigan,2020,1,2.0,4.0,0.333,2.0,4.0,0.333,33.2,36.0,5.8,9.13
Northern Illinois,2020,2,0.0,6.0,0.0,0.0,6.0,0.0,24.8,38.7,-1.53,12.14
Boise State,2020,0,5.0,2.0,0.714,5.0,0.0,1.0,33.9,27.1,3.41,-3.02
Air Force,2020,1,3.0,3.0,0.5,2.0,2.0,0.5,24.3,15.0,0.85,-4.99
Wyoming,2020,1,2.0,4.0,0.333,2.0,4.0,0.333,26.5,21.0,-5.27,-7.94
New Mexico,2020,2,2.0,5.0,0.286,2.0,5.0,0.286,23.9,32.6,-11.71,-4.28
Colorado State,2020,2,1.0,3.0,0.25,1.0,3.0,0.25,22.3,35.8,-14.31,-2.56
Utah State,2020,2,1.0,5.0,0.167,1.0,5.0,0.167,15.5,35.2,-19.38,-2.55
San Jose State,2020,0,7.0,1.0,0.875,6.0,0.0,1.0,28.6,19.9,7.05,-1.71
Nevada,2020,0,7.0,2.0,0.778,6.0,2.0,0.75,30.8,23.3,0.45,-7.1
San Diego State,2020,1,4.0,4.0,0.5,4.0,2.0,0.667,24.6,17.8,0.43,-4.82
Hawaii,2020,1,5.0,4.0,0.556,4.0,4.0,0.5,26.2,27.6,-4.98,-4.2
Fresno State,2020,1,3.0,3.0,0.5,3.0,3.0,0.5,32.8,30.0,-8.9,-11.74
UNLV,2020,2,0.0,6.0,0.0,0.0,6.0,0.0,17.3,38.0,-20.68,-1.84
Oregon,2020,1,4.0,3.0,0.571,3.0,2.0,0.6,31.3,28.3,0.81,-1.77
Washington,2020,1,3.0,1.0,0.75,3.0,1.0,0.75,30.3,25.0,0.11,-5.89
Stanford,2020,1,4.0,2.0,0.667,4.0,2.0,0.667,29.3,31.7,-3.0,-3.0
Oregon State,2020,2,2.0,5.0,0.286,2.0,5.0,0.286,28.9,33.3,-7.27,-2.98
California,2020,2,1.0,3.0,0.25,1.0,3.0,0.25,20.3,26.5,-10.11,-2.36
Washington State,2020,2,1.0,3.0,0.25,1.0,3.0,0.25,27.0,38.5,-11.34,-0.09
USC,2020,0,5.0,1.0,0.833,5.0,0.0,1.0,33.3,26.0,5.32,-3.68
Colorado,2020,1,4.0,2.0,0.667,3.0,1.0,0.75,28.5,31.7,-1.66,-0.66
Utah,2020,1,3.0,2.0,0.6,3.0,2.0,0.6,30.2,26.0,0.67,-2.93
Arizona State,2020,1,2.0,2.0,0.5,2.0,2.0,0.5,40.3,23.3,1.75,-4.0
UCLA,2020,1,3.0,4.0,0.429,3.0,4.0,0.429,35.4,30.7,-0.11,-2.97
Arizona,2020,2,0.0,5.0,0.0,0.0,5.0,0.0,17.4,39.8,-14.08,1.12
Florida,2020,0,8.0,4.0,0.667,8.0,2.0,0.8,39.8,30.8,16.85,8.02
Georgia,2020,0,8.0,2.0,0.8,7.0,2.0,0.778,32.3,20.0,19.33,8.53
Missouri,2020,1,5.0,5.0,0.5,5.0,5.0,0.5,26.7,32.3,1.92,7.32
Kentucky,2020,1,5.0,6.0,0.455,4.0,6.0,0.4,21.8,25.9,6.12,6.94
Tennessee,2020,2,3.0,7.0,0.3,3.0,7.0,0.3,21.5,30.1,1.49,8.89
South Carolina,2020,2,2.0,8.0,0.2,2.0,8.0,0.2,23.5,36.0,-3.38,7.42
Vanderbilt,2020,2,0.0,9.0,0.0,0.0,9.0,0.0,14.8,37.3,-11.61,6.39
Alabama,2020,0,13.0,0.0,1.0,10.0,0.0,1.0,48.5,19.4,30.26,9.72
Texas A&M,2020,0,9.0,1.0,0.9,8.0,1.0,0.889,32.6,21.7,16.24,6.44
Auburn,2020,1,6.0,5.0,0.545,6.0,4.0,0.6,25.1,24.7,9.61,9.52
LSU,2020,1,5.0,5.0,0.5,5.0,5.0,0.5,32.0,34.9,6.64,7.54
Ole Miss,2020,1,5.0,5.0,0.5,4.0,5.0,0.444,39.2,38.3,8.07,7.57
Mississippi State,2020,2,4.0,7.0,0.364,3.0,7.0,0.3,21.4,28.1,3.94,8.67
Arkansas,2020,2,3.0,7.0,0.3,3.0,7.0,0.3,25.7,34.9,3.99,11.39
Coastal Carolina,2020,0,11.0,1.0,0.917,8.0,0.0,1.0,37.2,20.3,10.9,-2.86
Appalachian State,2020,0,9.0,3.0,0.75,6.0,2.0,0.75,33.8,20.0,5.47,-5.95
Georgia Southern,2020,1,8.0,5.0,0.615,4.0,4.0,0.5,27.2,20.8,-1.8,-6.18
Georgia State,2020,1,6.0,4.0,0.6,4.0,4.0,0.5,33.3,31.7,0.34,-3.86
Troy,2020,1,5.0,6.0,0.455,3.0,4.0,0.429,27.4,25.7,-2.24,-4.33
Louisiana,2020,0,10.0,1.0,0.909,7.0,1.0,0.875,33.6,22.0,7.75,-2.25
South Alabama,2020,2,4.0,7.0,0.364,3.0,5.0,0.375,19.9,27.3,-9.83,-3.64
Arkansas State,2020,2,4.0,7.0,0.364,2.0,6.0,0.25,32.9,37.2,-7.86,-3.77
Texas State,2020,2,2.0,10.0,0.167,2.0,6.0,0.25,27.7,38.2,-9.93,-0.84
Louisiana Monroe,2020,2,0.0,10.0,0.0,0.0,7.0,0.0,16.3,42.0,-23.67,-2.87
Wake Forest,2021,0,11.0,3.0,0.786,7.0,1.0,0.875,41.0,28.9,11.28,0.99
Clemson,2021,0,10.0,3.0,0.769,6.0,2.0,0.75,26.3,14.8,11.43,2.66
North Carolina State,2021,0,9.0,3.0,0.75,6.0,2.0,0.75,33.1,19.7,10.22,0.39
Louisville,2021,1,6.0,7.0,0.462,4.0,4.0,0.5,31.6,27.3,4.03,2.88
Florida State,2021,1,5.0,7.0,0.417,4.0,4.0,0.5,27.6,26.5,0.64,2.22
Boston College,2021,1,6.0,6.0,0.5,2.0,6.0,0.25,24.7,22.2,-1.0,-1.5
Syracuse,2021,1,5.0,7.0,0.417,2.0,6.0,0.25,24.9,26.3,-0.17,1.74
Pitt,2021,0,11.0,3.0,0.786,7.0,1.0,0.875,41.4,23.6,12.32,0.32
Miami FL,2021,1,7.0,5.0,0.583,5.0,3.0,0.625,34.1,28.4,5.09,3.26
Virginia,2021,1,6.0,6.0,0.5,4.0,4.0,0.5,34.6,31.8,2.24,2.57
Virginia Tech,2021,1,6.0,7.0,0.462,4.0,4.0,0.5,23.7,25.3,-0.33,0.67
North Carolina,2021,1,6.0,7.0,0.462,3.0,5.0,0.375,35.2,32.1,3.77,2.15
Georgia Tech,2021,2,3.0,9.0,0.25,2.0,6.0,0.25,24.0,33.5,-1.91,3.68
Duke,2021,2,3.0,9.0,0.25,0.0,8.0,0.0,22.8,39.8,-11.76,-0.76
Cincinnati,2021,0,13.0,1.0,0.929,8.0,0.0,1.0,36.9,16.9,15.34,0.2
Houston,2021,0,12.0,2.0,0.857,8.0,0.0,1.0,35.9,20.4,8.53,-3.26
UCF,2021,1,9.0,4.0,0.692,5.0,3.0,0.625,31.9,24.5,3.07,-2.08
East Carolina,2021,1,7.0,5.0,0.583,5.0,3.0,0.625,29.7,26.3,1.92,-0.83
Tulsa,2021,1,7.0,6.0,0.538,5.0,3.0,0.625,26.4,26.6,-0.44,-0.29
SMU,2021,1,8.0,4.0,0.667,4.0,4.0,0.5,38.4,28.4,6.18,-1.82
Memphis,2021,1,6.0,6.0,0.5,3.0,5.0,0.375,30.1,29.3,-1.36,-1.94
Navy,2021,2,4.0,8.0,0.333,3.0,5.0,0.375,20.1,28.3,-1.53,4.3
Temple,2021,2,3.0,9.0,0.25,1.0,7.0,0.125,16.3,37.5,-14.95,-1.61
South Florida,2021,2,2.0,10.0,0.167,1.0,7.0,0.125,23.2,34.7,-8.33,1.59
Tulane,2021,2,2.0,10.0,0.167,1.0,7.0,0.125,27.6,34.0,-5.03,2.89
Baylor,2021,0,12.0,2.0,0.857,7.0,2.0,0.778,31.6,18.3,13.5,3.28
Oklahoma State,2021,0,12.0,2.0,0.857,8.0,1.0,0.889,31.1,18.1,14.57,4.42
Oklahoma,2021,0,11.0,2.0,0.846,7.0,2.0,0.778,39.1,25.8,11.75,2.68
Iowa State,2021,1,7.0,6.0,0.538,5.0,4.0,0.556,31.3,20.5,9.08,3.16
Kansas State,2021,1,8.0,5.0,0.615,4.0,5.0,0.444,27.5,21.0,9.12,2.43
West Virginia,2021,1,6.0,7.0,0.462,4.0,5.0,0.444,25.2,23.8,1.54,3.85
Texas Tech,2021,1,7.0,6.0,0.538,3.0,6.0,0.333,30.3,30.2,2.57,2.26
Texas,2021,1,5.0,7.0,0.417,3.0,6.0,0.333,35.3,31.1,5.11,4.86
Texas Christian,2021,1,5.0,7.0,0.417,3.0,6.0,0.333,28.7,34.9,-0.45,3.63
Kansas,2021,2,2.0,10.0,0.167,1.0,8.0,0.111,20.8,42.2,-11.12,3.47
Michigan,2021,0,12.0,2.0,0.857,8.0,1.0,0.889,35.8,17.4,19.8,6.23
Ohio State,2021,0,11.0,2.0,0.846,8.0,1.0,0.889,45.7,22.8,19.53,5.53
Michigan State,2021,0,11.0,2.0,0.846,7.0,2.0,0.778,31.8,25.3,14.41,5.26
Penn State,2021,1,7.0,6.0,0.538,4.0,5.0,0.444,25.0,17.3,11.22,5.53
Maryland,2021,1,7.0,6.0,0.538,3.0,6.0,0.333,29.3,30.7,3.44,4.36
Rutgers,2021,2,5.0,8.0,0.385,2.0,7.0,0.222,19.7,25.6,-1.32,4.06
Indiana,2021,2,2.0,10.0,0.167,0.0,9.0,0.0,17.3,33.3,-4.7,8.63
Iowa,2021,0,10.0,4.0,0.714,7.0,2.0,0.778,23.4,19.2,9.45,5.1
Minnesota,2021,0,9.0,4.0,0.692,6.0,3.0,0.667,25.5,17.3,10.17,2.94
Purdue,2021,0,9.0,4.0,0.692,6.0,3.0,0.667,29.1,22.4,10.58,5.81
Wisconsin,2021,0,9.0,4.0,0.692,6.0,3.0,0.667,25.4,16.2,13.87,6.8
Illinois,2021,1,5.0,7.0,0.417,4.0,5.0,0.444,20.2,21.9,2.2,4.61
Nebraska,2021,2,3.0,9.0,0.25,1.0,8.0,0.111,27.9,22.7,7.1,6.6
Northwestern,2021,2,3.0,9.0,0.25,1.0,8.0,0.111,16.6,29.0,-5.72,3.7
Western Kentucky,2021,0,9.0,5.0,0.643,7.0,1.0,0.875,44.2,29.4,8.39,-2.61
Marshall,2021,1,7.0,6.0,0.538,5.0,3.0,0.625,33.0,23.8,2.37,-3.17
Old Dominion,2021,1,6.0,7.0,0.462,5.0,3.0,0.625,27.6,27.8,-5.01,-4.39
Middle Tennessee State,2021,1,7.0,6.0,0.538,4.0,4.0,0.5,29.8,25.7,-3.73,-5.5
Charlotte,2021,2,5.0,7.0,0.417,3.0,5.0,0.375,27.2,34.0,-11.35,-5.93
Florida Atlantic,2021,1,5.0,7.0,0.417,3.0,5.0,0.375,25.4,25.8,-5.74,-3.9
Florida International,2021,2,1.0,11.0,0.083,0.0,8.0,0.0,20.3,39.7,-19.86,-4.86
UTSA,2021,0,12.0,2.0,0.857,7.0,1.0,0.875,36.9,24.6,5.65,-3.21
UAB,2021,0,9.0,4.0,0.692,6.0,2.0,0.75,29.5,23.2,3.98,-2.09
North Texas,2021,1,6.0,7.0,0.462,5.0,3.0,0.625,27.5,27.5,-4.51,-4.13
UTEP,2021,1,7.0,6.0,0.538,4.0,4.0,0.5,25.1,25.2,-5.3,-5.61
Rice,2021,2,4.0,8.0,0.333,3.0,5.0,0.375,21.5,36.2,-10.1,-1.52
Louisiana Tech,2021,2,3.0,9.0,0.25,2.0,6.0,0.25,28.0,34.0,-9.73,-2.98
Southern Mississippi,2021,2,3.0,9.0,0.25,2.0,6.0,0.25,17.7,27.9,-13.12,-4.62
Notre Dame,2021,0,11.0,2.0,0.846,0.0,0.0,0.0,35.2,19.7,16.31,3.85
Liberty,2021,1,8.0,5.0,0.615,0.0,0.0,0.0,33.6,21.5,3.8,-3.51
New Mexico State,2021,2,2.0,10.0,0.167,0.0,0.0,0.0,22.6,40.4,-16.29,-2.87
Connecticut,2021,2,1.0,11.0,0.083,0.0,0.0,0.0,15.6,38.5,-19.18,-2.59
Massachusetts,2021,2,1.0,11.0,0.083,0.0,0.0,0.0,16.3,43.1,-21.27,-4.02
BYU,2021,1,10.0,3.0,0.769,0.0,0.0,0.0,33.1,24.8,7.29,0.29
Army,2021,1,9.0,4.0,0.692,0.0,0.0,0.0,32.8,22.3,5.94,-1.53
Kent State,2021,1,7.0,7.0,0.5,6.0,2.0,0.75,33.0,36.3,-7.88,-3.45
Miami OH,2021,1,7.0,6.0,0.538,5.0,3.0,0.625,28.9,23.1,-0.49,-4.42
Ohio,2021,2,3.0,9.0,0.25,3.0,5.0,0.375,22.6,30.3,-12.73,-5.48
Bowling Green,2021,2,4.0,8.0,0.333,2.0,6.0,0.25,21.4,30.7,-12.0,-4.83
Buffalo,2021,2,4.0,8.0,0.333,2.0,6.0,0.25,29.3,29.9,-9.41,-5.58
Akron,2021,2,2.0,10.0,0.167,1.0,7.0,0.125,19.8,39.5,-16.82,-4.41
Northern Illinois,2021,1,9.0,5.0,0.643,6.0,2.0,0.75,32.2,33.7,-1.18,-3.04
Central Michigan,2021,0,9.0,4.0,0.692,6.0,2.0,0.75,32.3,25.8,1.35,-4.57
Toledo,2021,1,7.0,6.0,0.538,5.0,3.0,0.625,33.4,21.8,0.28,-6.34
Western Michigan,2021,1,8.0,5.0,0.615,4.0,4.0,0.5,32.5,28.2,1.08,-2.62
Eastern Michigan,2021,1,7.0,6.0,0.538,4.0,4.0,0.5,30.2,30.0,-3.88,-4.8
Ball State,2021,1,6.0,7.0,0.462,4.0,4.0,0.5,24.1,28.4,-5.56,-2.56
Utah State,2021,0,11.0,3.0,0.786,6.0,2.0,0.75,32.6,24.4,5.17,-3.04
Air Force,2021,0,10.0,3.0,0.769,6.0,2.0,0.75,31.0,19.8,8.7,-1.84
Boise State,2021,1,7.0,5.0,0.583,5.0,3.0,0.625,29.2,19.0,8.85,2.02
Wyoming,2021,1,7.0,6.0,0.538,2.0,6.0,0.25,25.4,23.7,-3.14,-4.52
Colorado State,2021,2,3.0,9.0,0.25,2.0,6.0,0.25,23.7,28.3,-6.57,-2.16
New Mexico,2021,2,3.0,9.0,0.25,1.0,7.0,0.125,12.2,28.4,-14.33,-1.08
San Diego State,2021,0,12.0,2.0,0.857,7.0,1.0,0.875,27.4,19.8,6.38,-2.48
Fresno State,2021,0,10.0,3.0,0.769,6.0,2.0,0.75,33.4,20.5,4.88,-3.89
Nevada,2021,1,8.0,5.0,0.615,5.0,3.0,0.625,35.7,26.5,3.47,-1.99
Hawaii,2021,1,6.0,7.0,0.462,3.0,5.0,0.375,28.8,31.4,-5.19,-3.58
San Jose State,2021,2,5.0,7.0,0.417,3.0,5.0,0.375,20.0,26.5,-9.11,-3.19
UNLV,2021,2,2.0,10.0,0.167,2.0,6.0,0.25,20.8,32.8,-9.02,0.32
Oregon,2021,0,10.0,4.0,0.714,7.0,2.0,0.778,31.4,27.0,6.22,1.93
Washington State,2021,1,7.0,6.0,0.538,6.0,3.0,0.667,27.8,24.2,3.05,-0.02
Oregon State,2021,1,7.0,6.0,0.538,5.0,4.0,0.556,31.2,25.8,4.16,0.09
California,2021,1,5.0,7.0,0.417,4.0,5.0,0.444,23.8,22.3,-1.32,-2.07
Washington,2021,2,4.0,8.0,0.333,3.0,6.0,0.333,21.5,22.7,-4.65,-0.9
Stanford,2021,2,3.0,9.0,0.25,2.0,7.0,0.222,20.4,32.4,-5.79,3.72
Utah,2021,0,10.0,4.0,0.714,8.0,1.0,0.889,36.1,22.6,12.26,1.62
UCLA,2021,0,8.0,4.0,0.667,6.0,3.0,0.667,36.5,26.8,7.25,-0.25
Arizona State,2021,1,8.0,5.0,0.615,6.0,3.0,0.667,28.4,20.8,6.49,-0.74
Colorado,2021,2,4.0,8.0,0.333,3.0,6.0,0.333,18.8,26.7,-6.6,1.65
USC,2021,2,4.0,8.0,0.333,3.0,6.0,0.333,28.7,31.8,-1.7,1.8
Arizona,2021,2,1.0,11.0,0.083,1.0,8.0,0.111,17.2,31.4,-12.4,1.44
Georgia,2021,0,14.0,1.0,0.933,8.0,0.0,1.0,38.6,10.2,24.62,5.62
Kentucky,2021,0,10.0,3.0,0.769,5.0,3.0,0.625,32.3,21.7,8.73,0.5
Tennessee,2021,1,7.0,6.0,0.538,4.0,4.0,0.5,39.3,29.1,7.97,3.5
South Carolina,2021,1,7.0,6.0,0.538,3.0,5.0,0.375,22.6,24.0,2.08,3.31
Missouri,2021,1,6.0,7.0,0.462,3.0,5.0,0.375,29.1,33.8,0.37,3.22
Florida,2021,1,6.0,7.0,0.462,2.0,6.0,0.25,30.7,26.8,4.37,2.14
Vanderbilt,2021,2,2.0,10.0,0.167,0.0,8.0,0.0,15.8,35.8,-12.61,1.3
Alabama,2021,0,13.0,2.0,0.867,7.0,1.0,0.875,39.9,20.1,19.62,5.69
Ole Miss,2021,0,10.0,3.0,0.769,6.0,2.0,0.75,33.7,24.7,11.43,4.05
Arkansas,2021,1,9.0,4.0,0.692,4.0,4.0,0.5,30.9,22.9,11.54,4.62
Texas A&M,2021,1,8.0,4.0,0.667,4.0,4.0,0.5,29.3,15.9,10.77,1.27
Mississippi State,2021,1,7.0,6.0,0.538,4.0,4.0,0.5,29.1,25.9,5.01,3.48
Auburn,2021,1,6.0,7.0,0.462,3.0,5.0,0.375,28.3,21.8,6.66,5.73
LSU,2021,1,6.0,7.0,0.462,3.0,5.0,0.375,26.5,26.6,4.74,5.28
Appalachian State,2021,0,10.0,4.0,0.714,7.0,1.0,0.875,34.5,22.1,7.28,-2.43
Coastal Carolina,2021,0,11.0,2.0,0.846,6.0,2.0,0.75,40.9,21.6,3.98,-8.94
Georgia State,2021,1,8.0,5.0,0.615,6.0,2.0,0.75,28.2,27.1,-0.83,-2.98
Troy,2021,1,5.0,7.0,0.417,3.0,5.0,0.375,22.8,26.1,-7.53,-4.03
Georgia Southern,2021,2,3.0,9.0,0.25,2.0,6.0,0.25,20.3,31.4,-12.01,-2.34
Louisiana,2021,0,13.0,1.0,0.929,8.0,0.0,1.0,31.1,18.5,6.32,-4.82
Texas State,2021,2,4.0,8.0,0.333,3.0,5.0,0.375,23.1,33.0,-12.12,-5.7
